bvid,aid,title,author,mid,description,duration,pubdate,created,view,danmaku,reply,favorite,coin,like,share,tag,typeid,typename,pic,arcurl,pts,arcrank,badgepay,search_keyword,collected_at
BV1Hc411x7bn,284099203,执行实务10讲：破解执行案件的操作难题,律政俏佳人8,3493115360971692,"法律实务
执行实务10讲：破解执行案件的操作难题【完结】",297:48,1705700678,0,11045,1,4,922,0,126,0,"法律,律师,课程,法学,法律课堂,法律实务,律师实务,执行异议,法律课程,执行实务",124,社科·法律·心理,//i0.hdslb.com/bfs/archive/f908b3eb41f651289aeb3661a491cebddacec11f.jpg,http://www.bilibili.com/video/av284099203,0,,False,执行文化,1756708979
BV17bqGYAENF,113627017318373,9.企业文化和执行力如何构建,瑞信河狸云,1674600445,工程项目管理软件,4:52,1733810934,0,10,0,0,0,0,0,0,"企业,企业文化,执行力,工程项目管理软件",230,软件应用,//i0.hdslb.com/bfs/archive/6e70114299cedb4528647e978f5759812b217537.jpg,http://www.bilibili.com/video/av113627017318373,0,,False,执行文化,1756708979
BV1Sx8kz8EBN,114945672873412,1、原执行法官李硕：执行异议之诉司法解释要点解读,法律名家讲堂,543791136,法律名家讲堂上线了由李硕律师主讲的【3门执行合集】争议焦点精析+办案实操指引+高效联系法官，共包含《人民法院案例库执行案件精解》、《执行异议案件办案实操精解》、《案件办理中如何高效联系法官》三门专栏。,22:15,1753932580,0,1284,0,6,53,0,19,0,"异议,法官,刑法,司法,被执行人,强制执行,执行异议,执行异议之诉,执行律师,3分钟分享一个科学知识",124,社科·法律·心理,//i2.hdslb.com/bfs/archive/dadccb813983824015f88bf148b462ce5f42509f.jpg,http://www.bilibili.com/video/av114945672873412,0,,False,执行文化,1756708979
BV1wWk1YVE2E,113683824906783,被执行人闭门不出，执行法官翻墙堵人,cctv热线12,123996559,,11:7,1734677987,0,166407,6,10,1563,0,715,0,"律师,法官,案件,民法典,失信被执行",124,社科·法律·心理,//i1.hdslb.com/bfs/archive/d54e808ac2157e25a022d4dd59992e5143e44397.jpg,http://www.bilibili.com/video/av113683824906783,0,,False,执行文化,1756708979
BV1rWj1zHE5m,114573520671721,管理知识课：执行力文化的底层逻辑是什么？,陆课堂,485521472,管理知识课：执行力文化的底层逻辑是什么？,1:6,1748253803,0,29,0,1,0,0,1,0,"知识,逻辑,底层,执行力,管理,企业管理,人力资源,底层逻辑",124,社科·法律·心理,//i0.hdslb.com/bfs/archive/6db6d4565792bd86d6d0f9463ab98354910bfdc6.jpg,http://www.bilibili.com/video/av114573520671721,0,,False,执行文化,1756708979
BV11n4y197sn,1055575215,《天道》丁元英和大哥的孝道和孝敬，究竟谁才是传统孝文化的执行者,骑彩虹看海,1259966087,"这就是开门见山的敲打，一个字“钱”，一句话，怎么出钱。按道理此时谈钱也不为过，但丁父住院以后，所有的钱都是丁元英在北京通过妹妹寄存的，做为大哥，不是应该先说明一下，肯定弟弟做的贡献吗？
接下来的一段，丁家大哥抢占道德的至高点，甚至暴露出了他已经在丁母面前告了丁元英的状，说丁元英要拔管子。
这段话的信息量相当大。一是将丁父超高医药费的责任都推到丁元英身上，既然是你丁元英这样说，那么，你理所应当的应该拿大头。二是隐含着羡慕嫉妒恨，他虽然不知道丁元英有多有钱，但可以肯定的是，绝对比他有钱。但他丁元英有了钱，给妹",12:4,1717972800,0,14507,13,49,116,0,199,0,"传统文化,天道,王志文,孝道,影评杂谈,孝敬,遥远的救世主,丁元英,人人都能聊影视,人人都能聊影视2.0",182,影视杂谈,//i1.hdslb.com/bfs/archive/3a1d615e48896c7adb037c52aa70aaa0475fa906.jpg,http://www.bilibili.com/video/av1055575215,0,,False,执行文化,1756708979
BV1Md4y1R7UK,387640847,【对执行行为的异议、案外人对执行标的的异议】执行程序——法考戴鹏,北小南霞,2559227,自学用，侵删。,23:51,1662274880,0,32968,51,39,833,0,478,0,"法考,民诉,学习",124,社科·法律·心理,//i2.hdslb.com/bfs/archive/d1700db02a8438f24eb8747d00c41d53979496f1.jpg,http://www.bilibili.com/video/av387640847,0,,False,执行文化,1756708979
BV1jk4y167wJ,753190164,20200515祁建平-行政执法中的程序合法与实体合理,花影文化,287545377,,54:27,1590031582,0,2757,0,1,142,0,31,0,"视频培训,执法人员培训",124,社科·法律·心理,//i0.hdslb.com/bfs/archive/cecdcba7f296e3ee55332a505112b723dcccfd8e.jpg,http://www.bilibili.com/video/av753190164,0,,False,执行文化,1756708979
BV1pY14YNEoq,113373362525537,【法律公开课】一次讲透保全与执行实务难点问题（完整版）,资源之家,503860886,"内容仅用于学习，课程来源于网络，侵删！！！
完整版课件链接：https://pan.quark.cn/s/6e476c3b2765",716:35,1730079360,0,14395,5,9,1445,0,186,0,"法律,完整版,公开课,律师,问题,法学,实务",124,社科·法律·心理,//i1.hdslb.com/bfs/archive/67546eb6282ad9a6e31c800d17769ea56e8f5427.jpg,http://www.bilibili.com/video/av113373362525537,0,,False,执行文化,1756708979
BV18w411a7hU,321785564,张进德：民事执行法律实务八讲【完结有课件】,lawyer2981423,3461571426650409,购买课件、更多法律实务课、法律书籍+v: lawyer2981423,916:59,1696399715,0,11948,24,27,1178,0,201,0,"学习,法律实务,律师执业,法律课程,律师课程",124,社科·法律·心理,//i2.hdslb.com/bfs/archive/a82e4501b4c95a1cc39e9b19eb89e8ab6f77ecae.png,http://www.bilibili.com/video/av321785564,0,,False,执行文化,1756708979
BV1gFYqz9EwS,115039306517367,【全集】执行异议与执行异议之诉：公开获取财产线索的81种方法,法学薇ck91jd,3546650568035242,"对完整版感兴趣速丝up学习💌  ❥
资源收集于网络，仅用于试学及购买课程之参考，切勿用于其他用途！如若侵权，请留言告知删除，谢谢！投稿为自制是为了防止二次搬运添加水印，敬请理解。",185:38,1755469800,0,798,0,0,78,0,11,0,"方法,线索,财产",124,社科·法律·心理,//i2.hdslb.com/bfs/archive/705caf5e621e07da2059575dea4f8b1e2b3ebead.jpg,http://www.bilibili.com/video/av115039306517367,0,,False,执行文化,1756708979
BV1aJ4m1p76Q,1253126303,普法宣传，四女子触犯法律，一同被公审判刑！尊纪守法，远离犯罪！,法制精粹,1715940953,-,12:8,1713149990,0,76639,0,7,596,0,182,0,"剪辑,犯罪,普法,影视剪辑,女犯",256,短片,//i2.hdslb.com/bfs/archive/309da9d7945029ac2f641cec0a4cbc933ce7733b.jpg,http://www.bilibili.com/video/av1253126303,0,,False,执行文化,1756708979
BV1RUe7zGExn,115081903870009,【法律公开课】侦查式辩护实务要点——刑辩无用论的突破与创新方法（课件见详情）,资源之家,503860886,"资源来源网络素材，仅取资源整理的人力成本，资源本身免费分享，若有不当，联系侵删！！！
课件免费领取： 侦查式辩护实务要点.zip」，点击链接或复制整段内容，打开「夸克APP」即可获取。
/~789d37x5Xf~:/
链接：https://pan.quark.cn/s/5ec40a48f538",411:1,1756022160,0,291,0,0,51,0,9,0,"教育,法律,学习,平台,方法,公开课,课程,课件,法学,实务",124,社科·法律·心理,//i1.hdslb.com/bfs/archive/cbb7a9f1b48f23a9b46e204f36a9e8e829f9b4a9.jpg,http://www.bilibili.com/video/av115081903870009,0,,False,执行文化,1756708979
BV16t411w7fG,61151145,中国政法大学-中国法制史（国家级精品课）,五味666,21675989,"http://www.icourses.cn/sCourse/course_3812.html
教材

中国法制史

ISBN: 9787562016953
 

主编: 张晋藩
 

中国政法大学出版社",2724:40,1564308839,0,332329,3755,252,24724,0,6329,0,"考研,法律,法律硕士非法学,中国法制史,法制史,中国政法大学",208,校园学习,//i0.hdslb.com/bfs/archive/5beacd5e9c2e0675278319bf14d74ecd3dc68acd.jpg,http://www.bilibili.com/video/av61151145,0,,False,执行文化,1756708979
BV1RUe7zGExn,115081903870009,【法律公开课】侦查式辩护实务要点——刑辩无用论的突破与创新方法（课件见详情）,资源之家,503860886,"资源来源网络素材，仅取资源整理的人力成本，资源本身免费分享，若有不当，联系侵删！！！
课件免费领取： 侦查式辩护实务要点.zip」，点击链接或复制整段内容，打开「夸克APP」即可获取。
/~789d37x5Xf~:/
链接：https://pan.quark.cn/s/5ec40a48f538",411:1,1756022160,0,291,0,0,51,0,9,0,"教育,法律,学习,平台,方法,公开课,课程,课件,法学,实务",124,社科·法律·心理,//i1.hdslb.com/bfs/archive/cbb7a9f1b48f23a9b46e204f36a9e8e829f9b4a9.jpg,http://www.bilibili.com/video/av115081903870009,0,,False,执行文化,1756708980
BV1r5eEzsEd9,115081685767659,北京大学-民事诉讼法,i-i-i-i-i-i-i-i,2002956867,"北京大学
北京大学民事诉讼法",103:26,1756009008,0,600,0,0,44,0,9,0,"北京大学,民事诉讼法,北大法学院",124,社科·法律·心理,//i1.hdslb.com/bfs/archive/df10168cab75bcdb22371bca04f1d3fe7dcadcdd.jpg,http://www.bilibili.com/video/av115081685767659,0,,False,执行文化,1756708980
BV1aJ4m1p76Q,1253126303,普法宣传，四女子触犯法律，一同被公审判刑！尊纪守法，远离犯罪！,法制精粹,1715940953,-,12:8,1713149990,0,76639,0,7,596,0,182,0,"剪辑,犯罪,普法,影视剪辑,女犯",256,短片,//i2.hdslb.com/bfs/archive/309da9d7945029ac2f641cec0a4cbc933ce7733b.jpg,http://www.bilibili.com/video/av1253126303,0,,False,执行文化,1756708980
BV1EPedzoE9A,115088161769200,【西南政法大学】《民法学》不懂民法，处处是坑,哔哩大学-课程中心,3546915922774414,民法学民法学岳业鹏民法学马工程民法学戴寰宇民法学总论民法学课程民法学第二版民法学00242民法学带背民法学习方法,2478:1,1756123200,0,1968,4,0,231,0,48,0,"法律,大学,学习,公开课,学生党,民法,法学,民法典,民法学,有趣的知识又增加了",208,校园学习,//i1.hdslb.com/bfs/archive/59f22c98db3f168281f45bbe581c658da3cc1bbf.jpg,http://www.bilibili.com/video/av115088161769200,0,,False,执行文化,1756708980
BV1Wge8zoEiu,115072357635344,姚明斌请求权方法实战：重难点应用指南,巴拉巴拉小魔仙2365,391250392,自用,864:48,1755865526,0,1324,0,0,200,0,37,0,"民法,姚明斌,请求权,姚明斌请求权方法实战：重难点应用指南",124,社科·法律·心理,//i2.hdslb.com/bfs/archive/b965765924881cd52a7e1b715e6665ba7ba730d4.jpg,http://www.bilibili.com/video/av115072357635344,0,,False,执行文化,1756708980
BV1zJhezxE1Y,115114787210611,在资言资，学会当下环境的生存法则是为了更好的发展自己,杰哥观察者模式启动中,3546574294616231,,6:47,1756548000,0,62202,109,380,2688,0,6946,0,"工作,社会,年轻人,社畜,私有制,公有制,男性成长,社会观察局",124,社科·法律·心理,//i0.hdslb.com/bfs/archive/ef32ff125281756d067ea13c2ec8fae30efd47f1.jpg,http://www.bilibili.com/video/av115114787210611,0,,False,执行文化,1756708980
BV1TFezzxEHk,115079185964820,【法律公开课】建设工程挂靠纠纷全流程实务指南——从裁判规则到诉讼攻防的21个决胜策略（课件看详情页）,资源之家,503860886,"资源来源网络素材，仅取资源整理的人力成本，资源本身免费分享，若有不当，联系侵删！！！
课件分享：建设工程挂靠纠纷全流程实务指南.pdf」，点击链接或复制整段内容，打开「夸克APP」即可获取。
/~e01237wrOR~:/
链接：https://pan.quark.cn/s/97b4d2e9a7f0",360:16,1756336800,0,284,0,0,38,0,8,0,"工程,法律,裁判,流程,纠纷,公开课,指南,规则,实务,建设工程",124,社科·法律·心理,//i1.hdslb.com/bfs/archive/fc59ca989e56ce898ca925c8127a78b42f2ad5cd.jpg,http://www.bilibili.com/video/av115079185964820,0,,False,执行文化,1756708980
BV1CSKuzaEng,114736041631657,【2025最新】《庭审技能原理》特别实务课——举质证技能原理,98238145,3546869265336623,《庭审技能原理》特别实务课——举质证技能原理,130:43,1750733391,0,3825,0,0,422,0,59,0,"庭审,举证",208,校园学习,//i1.hdslb.com/bfs/archive/ea878339ff3d9d0e122dc7fcb4c73d5f657f9ee3.png,http://www.bilibili.com/video/av114736041631657,0,,False,执行文化,1756708980
BV1AAhDzGE9Z,115109032630343,【文字版】社会的流变不是看不见，而是被眼前的利益蒙蔽了心眼。以女驭男太香了！,杰哥播种员,59756397,25.5.15,23:2,1756424687,0,10087,35,70,469,0,560,0,"社会,利益,心眼,必剪创作,杰哥观察者模式启动中,舌尖真探事务所",21,日常,//i1.hdslb.com/bfs/archive/66aa909c44b1f297977dc7da1032683a9a78407b.jpg,http://www.bilibili.com/video/av115109032630343,0,,False,执行文化,1756708980
BV1mqMgzjE1S,114674687280763,《庭审技能原理》特别实务课——举质证技能原理,法学薇ck91jd,3546650568035242,"《庭审技能原理》特别实务课——举质证技能原理
资源收集于网络，仅用于试学及购买课程之参考，切勿用于其他用途！如若侵权，请留言告知删除，谢谢！投稿为自制是为了防止二次搬运添加水印，敬请理解。",130:43,1749797032,0,5250,0,2,577,0,74,0,"庭审,举证",124,社科·法律·心理,//i0.hdslb.com/bfs/archive/24fc6abeef0b031fb2bab8c3b6e3cc9a1cab6ad2.jpg,http://www.bilibili.com/video/av114674687280763,0,,False,执行文化,1756708980
BV1jDeyzdE38,115099167622816,【2025最新】金翼翔：《庭审技能原理》特别实务课—举质证技能原理【10期+2期直播课】#法律实务课,c61960039,3546948701260239,【2025最新】金翼翔：《庭审技能原理》特别实务课—举质证技能原理【10期+2期直播课】#法律实务课,1354:8,1756275459,0,185,0,0,29,0,4,0,"公开课,律师,课程,知识产权,合同,法学",124,社科·法律·心理,//i1.hdslb.com/bfs/archive/38d87e0521b2101bfd470c30fe8609d8f96fbcbb.jpg,http://www.bilibili.com/video/av115099167622816,0,,False,执行文化,1756708980
BV194eDziEsk,115103882085946,中国政府与民营企业的微妙关系是什么？在“放任自流”与“严厉约束”之间摇摆：以马云为例,向杨Alan君,495979610,,39:22,1756352627,0,51197,27,107,2019,0,1106,0,"经济,商业,民营企业,万物研究所",124,社科·法律·心理,//i0.hdslb.com/bfs/archive/61458f4752a95729bedd1a7e8647170b53639933.jpg,http://www.bilibili.com/video/av115103882085946,0,,False,执行文化,1756708980
BV13P8XzxEGL,114935388444224,强制执行全流程策略实战【全11讲+课件】,法学无边薇kwd813,3546681081596398,"完整籽米斗看祝、页、详~~情~~
声明：资源收集于网络，仅用于试学及购买课程之参考，切勿用于其他用途！如若侵权，请留言告知删除，谢谢！投稿为自制是为了防止二次搬运添加水印，敬请理解。",40:38,1753830600,0,597,0,0,75,0,7,0,"策略,强制执行,执行人",124,社科·法律·心理,//i2.hdslb.com/bfs/archive/8db2a64723e88a54e3f62b03c1f803de23a2a3f0.jpg,http://www.bilibili.com/video/av114935388444224,0,,False,执行文化,1756708980
BV1aMQ8Y6ErL,114171622465128,第1讲：执行案件代理全流程律师实务,俺就是女王自信放光芒,66699583,谷歌,40:21,1742121324,0,1103,1,2,71,0,12,0,"律师,案件,案件代理",124,社科·法律·心理,//i1.hdslb.com/bfs/archive/b8b2da7b1a60a77f97855927a1114e7b502e296c.jpg,http://www.bilibili.com/video/av114171622465128,0,,False,执行文化,1756708980
