bvid,aid,title,author,mid,description,duration,pubdate,created,view,danmaku,reply,favorite,coin,like,share,tag,typeid,typename,pic,arcurl,pts,arcrank,badgepay,search_keyword,collected_at
BV1uJehz6E7L,115073481771694,执行力不足的一个原因,阿球_执行力加强版,1548855708,-,1:30,1755882191,0,19,0,0,1,0,0,0,"拖延症,注意力,执行力",21,日常,//i0.hdslb.com/bfs/archive/e9eb041a95079d47901bc98ea2861964e9e86613.jpg,http://www.bilibili.com/video/av115073481771694,0,,False,执行力不足,1756708775
BV12c41157bV,269452578,学习的最大阻力，是心力匮乏（不是天赋差或不努力）,硬核的HeyMatt,239688446,,4:9,1680444000,0,1158410,1157,1712,56253,0,53757,0,"今天也要好好工作,学习,天赋,经验分享,内耗,心理学,效率,努力,时间管理,穷忙",124,社科·法律·心理,//i2.hdslb.com/bfs/archive/4e458a26285c8de339e9de8099853ef904b054a9.jpg,http://www.bilibili.com/video/av269452578,0,,False,执行力不足,1756708775
BV14Sg7zuEts,114894200440253,弱化我+第三者视角，养出恐怖执行力,顾珈在发光,3546387547425133,-,3:6,1753146695,0,32101,35,108,7622,0,5295,0,"成长,学习,执行力,拖延,行动力,内耗",21,日常,//i1.hdslb.com/bfs/archive/817d39a72e22b1da7783f94d02ee8e0df719ae19.jpg,http://www.bilibili.com/video/av114894200440253,0,,False,执行力不足,1756708775
BV12s4y1C7tX,997667278,【自律真相】拖延不是懒，如何在学习和工作中快速获得行动力？1个掌握无意识的心法+4个让你立刻行动的方法（深度心理解析）,南北大师兄,1712575974,1个深层管理无意识的心法+4个让你立刻行动的方法，希望能够帮助到你自律、改善拖延的状况，内容制作不易，感谢大家多多支持、三连关注哦！,24:24,1687771083,0,510755,1756,955,39242,0,31505,0,"考试,知识,学习,工作,心理学,多巴胺,自律,自控力,拖延,今天也要好好工作",124,社科·法律·心理,//i2.hdslb.com/bfs/archive/ce1bca446f63ed6dad583741e14bace96bdd66b2.jpg,http://www.bilibili.com/video/av997667278,0,,False,执行力不足,1756708775
BV1B84y1m7W2,619319340,INFP学习的最大阻力：心力匮乏🔔,是欣仔呀-,101721647,"前段时间陷入心力匮乏的状态，整个人的大脑都处于一种很混乱的状态，而且没做什么心里都很疲惫。
我发现，心力对于INFP的影响远高于脑力和体力，希望所有INFP都可以走出心力匮乏的阶段。因为，这真是太难受了！

今天分享让我快速走出心力匮乏的三个方法。

01:25 1.心力管理矩阵法
02:06 2.自我价值挂钩法
02:35 3.拒绝“用心”过度",2:59,1696515031,0,174319,204,473,13566,0,13247,0,"高效,成长,学习,自律,专注,自我提升,infp,记录变好的每天,心力匮乏",208,校园学习,//i2.hdslb.com/bfs/archive/328ab13073740d5a43abb564139b347c331adbbf.jpg,http://www.bilibili.com/video/av619319340,0,,False,执行力不足,1756708775
BV1ZKMBz3EqM,114676633437587,野心勃勃却没有执行力，你不是懒，而是「认知低下」,无限进化的Doria,3546587456342714,,4:7,1749827026,0,817650,649,1658,77644,0,66397,0,"人生,教育,成长,心理,思维,认知,经验分享,行动力,底层逻辑,唠点心理话,成为喜欢自己的大人-bilibili心理健康月",124,社科·法律·心理,//i2.hdslb.com/bfs/archive/49721c31dee033a02957c2fd4bbd7d37f864defb.jpg,http://www.bilibili.com/video/av114676633437587,0,,False,执行力不足,1756708775
BV1FAeHzhE8F,115084068265737,拖延内耗缺乏行动力，本质是「没有兜底能力」,向上的金临,527146075,明明知道怎么做，却迟迟不肯心动，知道自己应该做点什么事情，也知道该怎么做，但就是提不起劲。,3:12,1756043562,0,735,0,3,173,0,45,0,"成长,心理,思维,本质,经验分享,提升,拖延,行动力,底层逻辑,内耗",21,日常,//i2.hdslb.com/bfs/archive/3f4654278c41481670939480b74645c21d6eecb9.jpg,http://www.bilibili.com/video/av115084068265737,0,,False,执行力不足,1756708775
BV1rTYQzLEDE,115066284347919,低能量人的行动自救指南 | 如何破除“启动困难”和“行动瘫痪”,徐徐的心理电台,1902889,"心理咨询师/成长教练，提供1v1咨询/系统性成长服务，《主体性重建指南》图文+音频课程见主页小店
预约表单：http://sparkpsy.mikecrm.com/SNzPhr1
愿你能成为自己的太阳，无需凭借谁的光。",5:15,1755772209,0,12256,11,41,1781,0,1173,0,"行动,学习,心理学,心理分析,低能量,拖延,摆烂,能量管理,启动困难,是时候自己做决定",124,社科·法律·心理,//i1.hdslb.com/bfs/archive/ca1d0032dceaf969bf5abb7a80d1b66c4e930174.jpg,http://www.bilibili.com/video/av115066284347919,0,,False,执行力不足,1756708775
BV1MBbMzhExf,115005265611992,内驱力不足、自控力极差，顶级自律从不靠意志力：只需化解「内阻力」,无限进化的Doria,3546587456342714,,15:11,1754841658,0,26584,0,6,2947,0,1365,0,"励志,成长,学习,心理,情绪,经验分享,自控力,深度思考,底层逻辑,唠点心理话",124,社科·法律·心理,//i1.hdslb.com/bfs/archive/96292ad544c227ab4ed87d9c0e10bc577bfbee38.jpg,http://www.bilibili.com/video/av115005265611992,0,,False,执行力不足,1756708775
BV1qxhezHEYk,115114988543658,小米澎湃OS3超级小爱AI战力爆表，执行力很恐怖！,小搞机实验室,41166298,-,1:5,1756515656,0,161811,97,1066,968,0,7987,0,"执行力,小爱同学,小米澎湃os3",95,数码,//i2.hdslb.com/bfs/archive/b3650fa3166656dabadc7016222e5b95e2c23ac8.jpg,http://www.bilibili.com/video/av115114988543658,0,,False,执行力不足,1756708775
BV1b9JVzpEMU,114528658458020,心力没了才会拖延症,李木聊心学,3546729743911607,-,7:18,1747569005,0,49946,32,58,5034,0,2104,0,"游戏,高能,学习,王阳明,心学,知行合一,致良知",21,日常,//i2.hdslb.com/bfs/archive/928e95956c7b401f754f67b92a904cc0238f319e.jpg,http://www.bilibili.com/video/av114528658458020,0,,False,执行力不足,1756708777
BV1rTYQzLEDE,115066284347919,低能量人的行动自救指南 | 如何破除“启动困难”和“行动瘫痪”,徐徐的心理电台,1902889,"心理咨询师/成长教练，提供1v1咨询/系统性成长服务，《主体性重建指南》图文+音频课程见主页小店
预约表单：http://sparkpsy.mikecrm.com/SNzPhr1
愿你能成为自己的太阳，无需凭借谁的光。",5:15,1755772209,0,12256,11,41,1781,0,1173,0,"行动,学习,心理学,心理分析,低能量,拖延,摆烂,能量管理,启动困难,是时候自己做决定",124,社科·法律·心理,//i1.hdslb.com/bfs/archive/ca1d0032dceaf969bf5abb7a80d1b66c4e930174.jpg,http://www.bilibili.com/video/av115066284347919,0,,False,执行力不足,1756708777
BV1JJbkzrEXg,115026757228175,时间赌徒：让你拥有恐怖执行力的顶级思维,元恒启示录,3546614339733995,你只有两个选择，要么全力以赴赢得这场赌局，要么就彻底输掉，不存在中间状态，没有得过且过，也没有差不多就行。,4:40,1755176400,0,19410,23,34,2953,0,1979,0,"认知,执行力,专注力,天涯神贴,个人成长,强势文化强者文化",21,日常,//i1.hdslb.com/bfs/archive/2060a81a48e3592eec3f721bed44f281fc7db58b.jpg,http://www.bilibili.com/video/av115026757228175,0,,False,执行力不足,1756708777
BV1dr4y1Y7vf,765807806,3句话，戒掉「完美主义」，找回行动力,老杨在成长,435293035,"完美主义，是成长路上的最大障碍。
这是我这两年感触最深的一句话。完美主义者们因为“太想把事情做好”而陷入无尽的准备和拖延，或者在无关紧要的细节上花费过多的时间精力，反倒错失了宝贵的机会，实在让人感到可惜。
今天分享的3句话，来自我和完美主义作战多年的经验，希望也能帮你找回勇气和行动力。",4:39,1642848538,0,117926,804,333,7415,0,7776,0,"知识分享官,完美主义,心理学,执行力,拖延症",124,社科·法律·心理,//i2.hdslb.com/bfs/archive/34bc3e5dd6ad15eb36790636ff12566df65a7d31.jpg,http://www.bilibili.com/video/av765807806,0,,False,执行力不足,1756708777
BV1mHYRzaENo,115066636604098,做事靠执行力，成事靠愿力,李木心学,19569952,-,7:11,1755777763,0,294,0,2,34,0,8,0,"王阳明,良知,心学,知行合一,愿力,王阳明心学,李木讲心学",21,日常,//i1.hdslb.com/bfs/archive/41eec42ac206d3f9b2a5f7aa446d655a30631e8c.jpg,http://www.bilibili.com/video/av115066636604098,0,,False,执行力不足,1756708777
BV1retGzdEZJ,114969949640696,为什么又懒又阴暗的人，容易成功，执行力爆表！,记忆宫殿宁梓亦,129860965,-,7:30,1754302761,0,30763,139,113,2026,0,1328,0,"励志,人生,努力,大学生,自律,年轻人,方法论,执行力,原生家庭,唠点心理话",124,社科·法律·心理,//i1.hdslb.com/bfs/archive/aa036a36fe60ea413b5380f698ff51fea0e9d500.jpg,http://www.bilibili.com/video/av114969949640696,0,,False,执行力不足,1756708777
BV1aEegzDEKq,115061049983487,普通人逆袭第一步：练习提升执行力,沪上张叁金,3546957511396143,-,2:47,1755692575,0,237,0,0,24,0,9,0,"学习,经验分享,执行力,普通人逆袭,随手记录我的生活碎片",209,职业职场,//i2.hdslb.com/bfs/archive/0dd606ca6b9ba2001fd049e0150fb83b7f62d54b.jpg,http://www.bilibili.com/video/av115061049983487,0,,False,执行力不足,1756708777
BV1FAeHzhE8F,115084068265737,拖延内耗缺乏行动力，本质是「没有兜底能力」,向上的金临,527146075,明明知道怎么做，却迟迟不肯心动，知道自己应该做点什么事情，也知道该怎么做，但就是提不起劲。,3:12,1756043562,0,735,0,3,173,0,45,0,"成长,心理,思维,本质,经验分享,提升,拖延,行动力,底层逻辑,内耗",21,日常,//i2.hdslb.com/bfs/archive/3f4654278c41481670939480b74645c21d6eecb9.jpg,http://www.bilibili.com/video/av115084068265737,0,,False,执行力不足,1756708777
BV19weiz4Efq,115077105652341,成为高能量永动机的完整指南（告别低迷，精力、活力无限）,炼金术士的藏宝图,3546596425861775,,9:21,1755937497,0,637,0,4,61,0,37,0,"活力,健康,高能量,能量,精力,自我提升,能量管理,精力管理",21,日常,//i1.hdslb.com/bfs/archive/689af795dc7dbd50334d127c568c7e59b36cc886.jpg,http://www.bilibili.com/video/av115077105652341,0,,False,执行力不足,1756708777
BV1RAebzkE4c,115070948347498,终于找到不内耗、高能量、有正反馈的做事方法！学习/备考/工作/健身适用,取个啥岷,5898335,,10:35,1755858000,0,73403,247,92,1859,0,2584,0,"学习,心理学,留学生,完美主义,精力,拖延,行动力,内驱力,内耗,暂停实验室",21,日常,//i1.hdslb.com/bfs/archive/568cc4d8a1f6c5860268e7250b1f50903ca70a1f.jpg,http://www.bilibili.com/video/av115070948347498,0,,False,执行力不足,1756708777
BV1sge8zoEc5,115072357634971,告别学习半小时就犯困的“脑力续航”大法,脊博士鹏哥,408907896,,4:20,1755932400,0,34297,23,113,918,0,1933,0,"养生,学习,健康,大脑,补脑,运动康复,专注力,个人成长,脑动力胶囊neuriva,暑期健身蜕变挑战",164,健身,//i0.hdslb.com/bfs/archive/756c6486dde01ad29dc3034d423fd74c8fae8eb8.jpg,http://www.bilibili.com/video/av115072357634971,0,,False,执行力不足,1756708777
BV18Ueez7E8Y,115075763475429,执行力直接决定你在社会的生存能力,岚奕Lanyi,3546931420727972,-,4:4,1755917135,0,1024,0,4,144,0,49,0,"能力,社会,干货,认知,执行力,自我提升,强者思维,执行间隙,岚奕",21,日常,//i2.hdslb.com/bfs/archive/124a981e056b1b63b6dae751f004d96d52ac2c6f.jpg,http://www.bilibili.com/video/av115075763475429,0,,False,执行力不足,1756708777
BV1YXaEzrEhP,115127269461787,王文华《绝对执行-管理者高效执行力的四种途径》,王文华老师,1359657622,王文华老师17年企业中高层管理人才系统训练专家，擅长领域：MTP系列、团队管理，目标管理、领导力、执行力、有效沟通，非人等,11:18,1756702823,0,0,0,0,0,0,0,0,"教育,执行力,管理,企业管理,管理者",209,职业职场,//i0.hdslb.com/bfs/archive/e97d9a600c317941b2839b1d0553b70fad254700.jpg,http://www.bilibili.com/video/av115127269461787,0,,False,执行力不足,1756708777
BV12s4y1C7tX,997667278,【自律真相】拖延不是懒，如何在学习和工作中快速获得行动力？1个掌握无意识的心法+4个让你立刻行动的方法（深度心理解析）,南北大师兄,1712575974,1个深层管理无意识的心法+4个让你立刻行动的方法，希望能够帮助到你自律、改善拖延的状况，内容制作不易，感谢大家多多支持、三连关注哦！,24:24,1687771083,0,510755,1756,955,39242,0,31505,0,"考试,知识,学习,工作,心理学,多巴胺,自律,自控力,拖延,今天也要好好工作",124,社科·法律·心理,//i2.hdslb.com/bfs/archive/ce1bca446f63ed6dad583741e14bace96bdd66b2.jpg,http://www.bilibili.com/video/av997667278,0,,False,执行力不足,1756708777
BV1HZ3gzyERi,114789829513866,管理时间不如管理行动，3招培养超绝执行力，告别拖延症,Jamie今天也在学,8180187,"从必须做的事情入手，然后做可能的事情，你会突然发现自己在做不可能的事情，
在执行力这一块，觉得自己从来没有输过别人，包括买东西（不是）
很多时候大家觉得自己时间不够用，效率不高，其实主要是因为没有执行力。
我们没有办法把5分钟变成6分钟，所以更应该管理好的是自己的行动。
给大家分享一些，对我执行力影响很大的tips，希望对大家有帮助。",2:57,1751623200,0,5362,1,13,334,0,196,0,"自律,时间管理,执行力,自我提升,变成更好的自己,拖延症自救指南,寻找100个宝藏vlogger,来BW当然要拍vlog啦",209,职业职场,//i1.hdslb.com/bfs/archive/b76be5b9bc5bf90abbef4dc44cdf1309abd49f25.jpg,http://www.bilibili.com/video/av114789829513866,0,,False,执行力不足,1756708777
BV1eK411b7iv,494956975,INTJ怎么提高行动力？,心流-MBTI心理,3494374845450919,"视频内容仅供参考，切勿代入。
BGM：Kraffa-Ther",4:32,1702990061,0,47891,92,149,3103,0,2628,0,"拖延症,经验分享,自控力,MBTI,荣格,Te,行动力,INTJ,八维,intj",124,社科·法律·心理,//i0.hdslb.com/bfs/archive/ef38b135ce591f7b1ced01c4ab3cba08933bafcd.png,http://www.bilibili.com/video/av494956975,0,,False,执行力不足,1756708777
BV1TnmUY6Eto,113463691055442,你有多久没体验过“不费力做事”的感觉了？|如何突破“内阻力”，找回行动力,徐徐的心理电台,1902889,"为高敏感、高内耗人群提供心理学视角和实践方法，活出属于你的生命力。

动态置顶可以免费获取【二次成长充电包】资料，

如需心理咨询服务可以填写预约表单：http://sparkpsy.mikecrm.com/SNzPhr1

愿你能成为自己的太阳，无需凭借谁的光。",4:34,1731498300,0,18631,9,44,2180,0,1591,0,"心理学,情绪,焦虑,执行力,行动力,内心冲突,内耗,内阻力,唠点心理话",124,社科·法律·心理,//i2.hdslb.com/bfs/archive/0863638cc8a351aab294b1700879086718514369.jpg,http://www.bilibili.com/video/av113463691055442,0,,False,执行力不足,1756708777
BV1uBe8zBEWa,115071988532682,北大13h恶毒学习法｜注意力不能集中怎么办？,就要做个矿泉水瓶,629581926,-,2:27,1755860043,0,16010,1,74,1167,0,902,0,"大学,学习,北大,注意力,经验分享,学习心得",208,校园学习,//i1.hdslb.com/bfs/archive/28b328b19ef44009adebedfc8cdb99fc9d68a373.jpg,http://www.bilibili.com/video/av115071988532682,0,,False,执行力不足,1756708777
BV1CHewz1E6r,115055261716557,如何提高执行力？八个方法！,爱写日记的云淏,1429549978,,2:10,1755613800,0,271,0,3,18,0,10,0,"女生,职场,执行力",207,财经商业,//i1.hdslb.com/bfs/archive/d47f7c892f25b9b2c85e9aa94e2f7e0cf78235a6.jpg,http://www.bilibili.com/video/av115055261716557,0,,False,执行力不足,1756708777
BV1JDe2zeEpe,115099805161146,为什么边努力边痛苦?我发现大多数人把目标和路径搞反了!,林林Eileen,14803693,"一切故事从2023年带爸爸的那趟旅行开始
从动念到行动 到形成正反馈
又一次感受到了自己的生命力",9:27,1756285473,0,175597,264,190,5239,0,5986,0,"努力,成长,学习,行动力,个人成长,内驱力,内耗,暂停实验室,有效努力",201,科学科普,//i2.hdslb.com/bfs/archive/f9b1d0f14d80e8be320d9a0b2d191c211b07342a.jpg,http://www.bilibili.com/video/av115099805161146,0,,False,执行力不足,1756708777
BV1MXG1zZEi3,114420529302354,为什么你总是累、懒、想逃？科学解释来了：能量系统崩溃模型｜重启人生⑦,慢一点的心理课,150325346,-,19:1,1745919012,0,139490,249,562,11659,0,5704,0,"原创,心理,心理学,学习成长,必剪创作,恢复能量,摆烂恢复,解锁新的自己,寻找心灵守护人",21,日常,//i0.hdslb.com/bfs/archive/d8b6fc2d3f7cf36bb3b199f8e8d9017625a074ea.jpg,http://www.bilibili.com/video/av114420529302354,0,,False,执行力不足,1756708778
BV1cB4y1v7QH,598373462,【自律第一步】7天就能重置你被玩坏的大脑，重新掌控你的生活，多巴胺戒断亲测有效，希望大数据推送给所有沉迷娱乐无法自拔的人都能看到！,蛙哥爱做白日梦,29994493,"其实更接近“重置”或者说“斋戒”，不过视频制作时说的都是戒断，所以来不及改啦！
关于上述多巴胺的作用和戒断所起到作用的原因，都是结合一些科普知识所做的推断，科学不断在进步，我们以后可能会更加接近事实真相，但是我的实践证明，目前这样强制阶段一周的方法在生活的很多方面是能够起到作用的，希望朋友们可以把注意力更多地放在如何摆脱这些软件上，给自己的大脑一次重生的机会。
视频发布离斋戒一个星期了，在这一周里我依然没有进行太多的娱乐，效率比之前高非常多，真心希望有困扰的人可以尝试，效果真的立竿见影。",17:53,1657706400,0,3124076,11970,4219,244849,0,246645,0,"健康,自律,成长,多巴胺,科普,心理学,娱乐至死,科学",21,日常,//i0.hdslb.com/bfs/archive/bbda9e5b7ae6f77a48e3ea049e7c38d39b2d22b2.jpg,http://www.bilibili.com/video/av598373462,0,,False,执行力不足,1756708778
BV1uf4y1b7R8,291374696,这个习惯改变了我的人生,帅soserious,66391032,"大家喜欢这个视频的话别忘了一键三连哦！
新来的小伙伴，别忘了点击&quot;关注&quot;
咱们下期见~",7:55,1624767643,0,5051286,10190,5002,181114,0,267375,0,"人间治愈时刻,健身,减脂,健身爆款创作营,情感,习惯,自律,自控能力,瘦身塑形,拖延症",164,健身,//i2.hdslb.com/bfs/archive/541174ce4bb94f202f42ff5488626dfc0324dff9.jpg,http://www.bilibili.com/video/av291374696,0,,False,执行力不足,1756708778
BV16a4y1C7Qz,666870285,【反心流】没热情？易疲倦？是大脑中了Debuff,王阿华的解忧平行宇宙,314021327,-,15:18,1706274013,0,1501562,5998,2280,108641,0,126061,0,"心理学,脑科学,动力,疲倦,自我提升,心流,倦怠,万物研究所",124,社科·法律·心理,//i0.hdslb.com/bfs/archive/cbfdbaa1d6c30ad040a9810be7e3e1f08637f2de.jpg,http://www.bilibili.com/video/av666870285,0,,False,执行力不足,1756708778
BV1fs4y167Ka,998206380,"多巴胺篇②懒惰抑郁动力涣散原因与改善方法,多巴胺核心作用【脑科学】",小波心理,1033890839,"参考文献：
Positive reinforcement mediated by midbrain dopamine neurons requires D1 and D2 receptor activation in the nucleus accumbens
Pain induces adaptations in ventral tegmental area dopamine neurons to drive anhedonia-like behavior
Tamara Markovic . Josia",19:4,1688817408,0,1329118,4833,4524,109513,0,95391,0,"欲望,懒惰,心理学,恐惧,多巴胺,脑科学,动力,抑郁,焦虑,科学很可爱,2023科学很可爱",201,科学科普,//i2.hdslb.com/bfs/archive/32afd0be6f2763e04658dbe9c67f0c2caab0a6ea.jpg,http://www.bilibili.com/video/av998206380,0,,False,执行力不足,1756708778
BV1yP411T77b,305697153,【重启冥想】10分钟回复脑力 提高专注力与行动力，终结拖延、突破瓶颈、克服难关,范李猿,63486758,冥想引导来了! 本期特别适合容易分心和习惯性拖延的朋友，在信息和情绪各种爆炸的今天，希望或多或少能帮助大家专注于眼前。这期内测时的评价很高，而且发现大家的想象都很有趣，也请把你们的想象留在评论区吧哈哈哈（我的诱惑是粉色的百变怪，情绪是绿香蕉） 最后就是~别忘记一点点点支持哦，本期点赞过三万，会继续更新冥想引导这个系列!谢谢大家啦,12:14,1669891200,0,2280875,4789,909,75492,0,69860,0,"心理,瑜伽,放松,自律,专注,冥想,疗愈,行动力,正念,全民健身打卡",164,健身,//i1.hdslb.com/bfs/archive/09098c533e8eb2a6e219efa1756be4aa3d0f10e9.jpg,http://www.bilibili.com/video/av305697153,0,,False,执行力不足,1756708778
BV1ZRb4zhEGA,115036219507968,大冰谈下班后的空闲时间，做什么可以去提升自己的技能,大冰解忧铺,288368941,,21:9,1755508200,0,62344,51,135,2321,0,2123,0,"记录,分享,生活记录",209,职业职场,//i1.hdslb.com/bfs/archive/34a6fbac600889e870a3dc8adc6a0395178864d9.jpg,http://www.bilibili.com/video/av115036219507968,0,,False,执行力不足,1756708778
BV1V341147q5,422113041,学习倦怠期了，学不进没动力还emo，临近考试却没冲刺劲儿，狼人打气，进来振作！,热心网友妙龄虎子,611756930,BGM：Isaac Shepard《Leaves in the Wind》,3:26,1638502803,0,233781,399,718,7969,0,16178,0,"决胜考研,学习,学生党,焦虑,心态,倦怠",208,校园学习,//i1.hdslb.com/bfs/archive/318dab1237f7071dfadcb73f42cca5e127f81280.jpg,http://www.bilibili.com/video/av422113041,0,,False,执行力不足,1756708778
BV13mVKzQEWV,114450342351524,思考维度不够才是焦虑的底层问题，什么是维度，怎么提升成了问题,医学老师刘忠保,472724914,-,22:36,1746374571,0,151940,288,397,8080,0,7120,0,"成长,学习,心理,现象,思维,焦虑,底层逻辑,必剪创作",21,日常,//i2.hdslb.com/bfs/archive/33b259f4b05d61e6376e025e2b99a28874d8d8ab.jpg,http://www.bilibili.com/video/av114450342351524,0,,False,执行力不足,1756708778
BV1CYYfz6ESB,115070059153022,大冰教你克服拖延症，有拖延症的必须听！！！ 极度自律可怕的后果,大冰夜话ing,3546828333124010,大冰教你克服拖延症，有拖延症的必须听！！！ 极度自律可怕的后果,6:30,1756029300,0,6238,16,26,431,0,216,0,"情感,拖延症,大冰",168,国产原创相关,//i2.hdslb.com/bfs/archive/b4a4c5b78cba3b9ce8218a3a976f70de5361a035.jpg,http://www.bilibili.com/video/av115070059153022,0,,False,执行力不足,1756708778
