bvid,aid,title,author,mid,description,duration,pubdate,created,view,danmaku,reply,favorite,coin,like,share,tag,typeid,typename,pic,arcurl,pts,arcrank,badgepay,search_keyword,collected_at
BV11r5Lz6Epz,114477102007825,团队管理必学SOP：根治执行力差+踢皮球的11个药方！从职责混乱到高效执行全流程拆解,清晖在线-萌学园,2098824145,免费获取最新项目管理工具模板、提升自身管理能力，微：qh202522，备注【033】,114:8,1746789300,0,3464,0,3,485,0,76,0,"职场,团队,PMP,管理,项目管理,团队管理,宝藏知识UP跃迁计划",209,职业职场,//i0.hdslb.com/bfs/archive/cfb0a8cb8f50452aeed761c24ed091e1835ff983.jpg,http://www.bilibili.com/video/av114477102007825,0,,False,团队执行力,1756708658
BV19P3EzQEj7,114793956509386,想管理好团队，先学“高效开会”,夏鹏本鹏,3546800797518640,,18:24,1751713500,0,32886,10,28,2205,0,1190,0,"学习,领导,工作,职场,员工,团队,开会,管理",209,职业职场,//i1.hdslb.com/bfs/archive/c06e432823ef9c66dbe79e2b7fa469c298040078.jpg,http://www.bilibili.com/video/av114793956509386,0,,False,团队执行力,1756708658
BV1GBsaeeEF2,113192302808558,关于执行力的九个趣味案例,黑岩漫说,1326474009,-,8:7,1727177891,0,1047,0,2,45,0,10,0,"学习,人文,职场,趣味,案例,经验分享,执行力,必剪创作,每天一个健康知识,万物研究所·夏日探索计划",201,科学科普,//i0.hdslb.com/bfs/archive/3d0e77c4983eb5c66915f63d264912ad047530a7.jpg,http://www.bilibili.com/video/av113192302808558,0,,False,团队执行力,1756708658
BV1yApmedEZD,112988325481110,13.打造高执行力团队1,尼罗河号,483829978,,25:18,1724065191,0,148,0,0,3,0,0,0,"学习,团队,经理,培训,PMP,执行力,管理,职业规划,项目管理,法律知识",209,职业职场,//i1.hdslb.com/bfs/archive/724cd501dc9c47a7e7d89ccc35d563282d822144.jpg,http://www.bilibili.com/video/av112988325481110,0,,False,团队执行力,1756708658
BV1e3TuzHE2y,114636384898178,章义伍执行力从何来21·有效执行7步骤,小书生资料库,3546555332168026,21·有效执行7步骤,37:0,1749213502,0,612,0,0,37,0,9,0,"职场,执行力,管理",209,职业职场,//i0.hdslb.com/bfs/archive/696f3f7a8f07dcf7c2aafb94ceab6ed98648c0bf.png,http://www.bilibili.com/video/av114636384898178,0,,False,团队执行力,1756708658
BV1kK4y1D7CM,929545059,【领导力讲座】变革时代领导力和执行力提升,晚上回家吗,25470806,领导力修炼，久久为功。中央党校刘志伟教授解读变革时代领导力和执行力提升。,86:20,1615259213,0,2686,0,0,148,0,11,0,"职言职语,人文,演讲,学习,公开课,讲座,领导",124,社科·法律·心理,//i0.hdslb.com/bfs/archive/f9e1e4a4f392bd6f19321e9ad465b6d562c7b4e7.jpg,http://www.bilibili.com/video/av929545059,0,,False,团队执行力,1756708658
BV1BagkzoEuT,114771256941878,曾仕强《中国式团队管理》,优视部落,506996294,曾仕强《中国式团队管理》,479:53,1751270580,0,909,0,0,30,0,9,0,"中国,教育,智慧,曾仕强,管理学,团队,团队建设,团队管理",130,音乐综合,//i0.hdslb.com/bfs/archive/403c9c1cf2c64d08aa1745d1060e312788538c92.jpg,http://www.bilibili.com/video/av114771256941878,0,,False,团队执行力,1756708658
BV1LM4y1g7Z6,931377080,掌握高效执行力，用行动战胜拖延症！,易普斯咨询,561838742,"手头的事还没做完，新活儿就又堆了过来！
上班吃瓜摸鱼无心工作，下班Deadline来袭没空开心。
学习？健身？明天再说吧......

现如今，社会节奏逐渐变快，人们的压力不断增大，越来越多的年轻人想躺平，正所谓“一时躺平一时爽，一直躺平一直爽”。躺平是一种选择，但是若想真的“爽”，大家都知道还是需要事先将手头的工作处理好，然后才能“躺”的心安理得。

如若不然，短期的反复躺平则会造成长期的拖延状态，这也是当前许多年轻人都有的通病——拖延症。",61:54,1625447020,0,2354,2,1,136,0,20,0,"说说心理话,热点,心理,心理学,心理话,调节心理,学习,教育,拖延,拖延症",124,社科·法律·心理,//i0.hdslb.com/bfs/archive/9de9e239ab1c29a0eace533715b9ab6a3af5fcc4.jpg,http://www.bilibili.com/video/av931377080,0,,False,团队执行力,1756708658
BV1QSgczPEN1,114866383753165,如何有效提升员工的执行力？？,黄景老师,3537119851055146,如何有效提升员工的执行力？？,8:43,1752722944,0,431,0,0,16,0,10,0,"老板,领导力,管理,企业管理,团队管理",209,职业职场,//i1.hdslb.com/bfs/archive/a0a5e77e22025ff8a15f5149f3fd1696b0328946.jpg,http://www.bilibili.com/video/av114866383753165,0,,False,团队执行力,1756708658
BV1Pg411n7sY,518646843,黑宏杰：高效沟通与团队合作,易迪思,514772949,"易迪思免费体验课
黑宏杰：高效沟通与团队合作
关注视频号【易迪思】，免费观看更多精彩课程",56:1,1670816588,0,6726,2,5,356,0,60,0,"我们都爱搞学习·第四期,我们都爱搞学习,沟通,职场,管理,高效,合作,团队,团队合作,学习",209,职业职场,//i2.hdslb.com/bfs/archive/e77aa54bb9c6570d398836f00d92fec55b3ed3d9.jpg,http://www.bilibili.com/video/av518646843,0,,False,团队执行力,1756708659
BV1kK4y1D7CM,929545059,【领导力讲座】变革时代领导力和执行力提升,晚上回家吗,25470806,领导力修炼，久久为功。中央党校刘志伟教授解读变革时代领导力和执行力提升。,86:20,1615259213,0,2686,0,0,148,0,11,0,"职言职语,人文,演讲,学习,公开课,讲座,领导",124,社科·法律·心理,//i0.hdslb.com/bfs/archive/f9e1e4a4f392bd6f19321e9ad465b6d562c7b4e7.jpg,http://www.bilibili.com/video/av929545059,0,,False,团队执行力,1756708659
BV1LM4y1g7Z6,931377080,掌握高效执行力，用行动战胜拖延症！,易普斯咨询,561838742,"手头的事还没做完，新活儿就又堆了过来！
上班吃瓜摸鱼无心工作，下班Deadline来袭没空开心。
学习？健身？明天再说吧......

现如今，社会节奏逐渐变快，人们的压力不断增大，越来越多的年轻人想躺平，正所谓“一时躺平一时爽，一直躺平一直爽”。躺平是一种选择，但是若想真的“爽”，大家都知道还是需要事先将手头的工作处理好，然后才能“躺”的心安理得。

如若不然，短期的反复躺平则会造成长期的拖延状态，这也是当前许多年轻人都有的通病——拖延症。",61:54,1625447020,0,2354,2,1,136,0,20,0,"说说心理话,热点,心理,心理学,心理话,调节心理,学习,教育,拖延,拖延症",124,社科·法律·心理,//i0.hdslb.com/bfs/archive/9de9e239ab1c29a0eace533715b9ab6a3af5fcc4.jpg,http://www.bilibili.com/video/av931377080,0,,False,团队执行力,1756708659
BV1mv41167vG,245160363,倪云华：提升团队执行力的三个要素（上）,云华商业频道,439577696,提升团队执行力的三个要素是什么？今天让我们一起来学习一下。,54:58,1604389015,0,1655,0,1,57,0,12,0,"学习,创业,商业,企业,团队",209,职业职场,//i2.hdslb.com/bfs/archive/e74115bf3387c0a5aa57134829742ab26a811121.jpg,http://www.bilibili.com/video/av245160363,0,,False,团队执行力,1756708659
BV1FS4y1w7sg,683547889,4.如何提高执行力-鲁召辉,勃-朗-宁,615148646,4.如何提高执行力-鲁召辉,40:1,1650915703,0,711,0,0,11,0,7,0,"记录,自制,生活,打卡挑战",21,日常,//i0.hdslb.com/bfs/archive/8386f495c22a40230f2d60d478fde3b29786f4a7.jpg,http://www.bilibili.com/video/av683547889,0,,False,团队执行力,1756708659
BV1z3e2zcEpg,115100442694221,小团队管理者指南,做就对justdo,1480507261,为小团队管理者提供了一份全面的指南，涵盖了从职员向管理者转变的核心职责、培养下属的关键策略，以及可资借鉴的实用工具。理者应以“定目标、追过程、拿结果”为核心，并深入探讨了如何根据员工特质进行培养和激励，以及心理安全感对团队绩效的重要性。同时，也展望了未来管理趋势和面临的挑战。,8:35,1756293616,0,153,0,0,7,0,5,0,"职场,员工,团队,指南,管理,企业管理,管理思维,员工管理,管理者,团队管理",209,职业职场,//i0.hdslb.com/bfs/archive/c2ba999e622445260e67a4d8fb2a535c3f5b6c2b.jpg,http://www.bilibili.com/video/av115100442694221,0,,False,团队执行力,1756708659
BV1ZfetzLEVU,115070998677458,项目管理的底层逻辑：不是做事，而是构建系统，如何构建你的项目管理知识体系？,清晖Drina,1231093606,"👇1V1课程规划咨询，力口偶qhclass2019，批注【小破站88】
✅ 项目管理的三大底层逻辑：目标驱动、系统协同、闭环控制
✅ 如何构建属于你自己的“项目管理思维框架”？",92:44,1756295700,0,314,0,1,35,0,7,0,"学习,思维,PMP,管理,管理思维,底层逻辑,体系化思维",209,职业职场,//i2.hdslb.com/bfs/archive/f165280230aac531e75aeae29ffe47ad5b59ba80.jpg,http://www.bilibili.com/video/av115070998677458,0,,False,团队执行力,1756708659
BV1rKeAz1EBz,115055110790995,学会团队管理三法则，让你轻松带团队！,做就对justdo,1480507261,管理者带领团队的三大核心要素：思维模式、行为引导和结果负责。团队的成功与否，不依赖于复杂的理论或繁琐的流程，而是取决于管理者能否在这三个关键维度上做到位，以解决团队方向不清、执行不力或责任不明等常见问题。,11:58,1755602093,0,337,0,3,21,0,3,0,"职场,企业,公司,领导力,营销,企业管理,管理思维,管理方法,团队管理,管理技巧",209,职业职场,//i0.hdslb.com/bfs/archive/bef1cc3bef6da032d544cb16a61e73b4796cafab.jpg,http://www.bilibili.com/video/av115055110790995,0,,False,团队执行力,1756708659
BV11T421k73q,1706234769,职业素养提升系列——执行力提升指南：目标导向的行动策略,马上方,90631601,"公司培训课程，主要讲执行力，附带大量案例。结合现代心理学和古代历史典故，关注个人心理状态，提升执行力水平。
以上视频内容均为个人观点，不代表公司的意见和价值观。",70:20,1720867515,0,1221,0,0,85,0,12,0,"心理学,职场,自信,国学,历史典故,培训,执行力,目标感,多目标处理",209,职业职场,//i2.hdslb.com/bfs/archive/ef64654deb100c25a4034d828a78423395e06970.jpg,http://www.bilibili.com/video/av1706234769,0,,False,团队执行力,1756708659
BV1Re411b7rA,240109868,执行力的楷模,Mr__邱,3546596761405464,一个团队首先考虑执行力！,4:12,1703127260,0,1704,0,2,35,0,4,0,"学习,执行力,楷模",209,职业职场,//i2.hdslb.com/bfs/archive/6b82ef9c51f3d4eb92d09e2e0e6d31f77c16ce4a.jpg,http://www.bilibili.com/video/av240109868,0,,False,团队执行力,1756708659
BV1e6emzcEWd,115101415902323,【领导力】第十八讲：卓越领导的八项原则之执行力（一）,艺霖成长空间,500740620,-,1:5,1756308372,0,127,0,0,1,0,3,0,"领导,职场,领导力,执行力,管理,管理能力",21,日常,//i1.hdslb.com/bfs/archive/b18f05708371b91dcedd4ad67fd67ec1c9eaa31e.jpg,http://www.bilibili.com/video/av115101415902323,0,,False,团队执行力,1756708659
BV1aEegzDEKq,115061049983487,普通人逆袭第一步：练习提升执行力,沪上张叁金,3546957511396143,-,2:47,1755692575,0,237,0,0,24,0,9,0,"学习,经验分享,执行力,普通人逆袭,随手记录我的生活碎片",209,职业职场,//i2.hdslb.com/bfs/archive/0dd606ca6b9ba2001fd049e0150fb83b7f62d54b.jpg,http://www.bilibili.com/video/av115061049983487,0,,False,团队执行力,1756708659
BV1p6egzvEFW,115060613583796,管理者：如何激励团队，点燃团队士气？,做就对justdo,1480507261,团队士气低落是基层管理者面临的普遍挑战，会严重影响团队效率和人才保留。然而，通过掌握科学的激励方法，管理者可以有效提升士气。本篇探讨了基层管理者如何运用以身作则、精准激励和目标引领这三大核心策略，打造高凝聚力、高执行力的卓越团队。,15:56,1755686082,0,603,0,0,38,0,8,0,"职场,团队,领导力,营销,管理,企业管理,管理方法,管理者,团队管理,管理技巧",209,职业职场,//i2.hdslb.com/bfs/archive/810c7b69b0badb56d882eb3db55b5a8de455aac0.jpg,http://www.bilibili.com/video/av115060613583796,0,,False,团队执行力,1756708659
BV1Db3BzTEaw,114807059585407,08 初做管理，如何带团队？,老船长聊管理,320509563,,10:51,1751816863,0,1411,0,3,34,0,9,0,"学习,职场,团队,人际关系,思维,管理,企业管理,沟通,领导力提升,学管理&管理学",209,职业职场,//i0.hdslb.com/bfs/archive/b739574816f972976876f161ca434e6bf6f3378b.jpg,http://www.bilibili.com/video/av114807059585407,0,,False,团队执行力,1756708659
BV1Q4411p7RP,53773765,【曾仕强】中国式团队管理（16集全）,油炸黄金,396672531,,459:1,1558946212,0,132161,463,45,7977,0,1187,0,"曾仕强,管理,讲座",122,野生技能协会,//i0.hdslb.com/bfs/archive/44b6e9ee37626ed801d982facbe9daf8bcb70336.jpg,http://www.bilibili.com/video/av53773765,0,,False,团队执行力,1756708659
BV1BagkzoEuT,114771256941878,曾仕强《中国式团队管理》,优视部落,506996294,曾仕强《中国式团队管理》,479:53,1751270580,0,909,0,0,30,0,9,0,"中国,教育,智慧,曾仕强,管理学,团队,团队建设,团队管理",130,音乐综合,//i0.hdslb.com/bfs/archive/403c9c1cf2c64d08aa1745d1060e312788538c92.jpg,http://www.bilibili.com/video/av114771256941878,0,,False,团队执行力,1756708659
BV1n4efzzE2c,115090242276008,《慢生产力》少做些事，才能成大事,东明讲书,324926545,"200万册畅销书作家
《深度工作》作者
卡尔·纽波特 重磅新作",52:55,1756206000,0,3773,2,20,168,0,98,0,"原创,学习,工作,读书,自用,深度工作,大理旅居,知识工作,慢生产力,走空书市",124,社科·法律·心理,//i0.hdslb.com/bfs/archive/4e683e2fd9af314d4a5b29896bbb3dc355b493b8.jpg,http://www.bilibili.com/video/av115090242276008,0,,False,团队执行力,1756708659
BV155eoe8E2n,112844930614045,管理-陈永亮团队执行力,梧桐树下look梧桐,443052210,管理-陈永亮团队执行力,164:49,1721878754,0,184,0,0,8,0,0,0,"团队,执行力,亿轮",209,职业职场,//i0.hdslb.com/bfs/archive/4b9f978a0e1c7c4024e0f6654b48dbe043a5aaca.jpg,http://www.bilibili.com/video/av112844930614045,0,,False,团队执行力,1756708659
BV13U4y187NZ,672849253,余世维-赢在执行第2版,传奇刀神,304511311,余世维-赢在执行第2版,414:38,1619668002,0,26874,10,22,1117,0,162,0,"职场,管理,企业管理,企业",209,职业职场,//i0.hdslb.com/bfs/archive/fc2292d22a7985971d738b04dd2b486aa70d6f83.jpg,http://www.bilibili.com/video/av672849253,0,,False,团队执行力,1756708659
BV1ah4y1G7fL,614581678,情境领导力,bianwlan,594651457,"课程/课件交流，联系作者微信：bianwlan
本课程是对情境领导力理论的详细介绍，包括：
1.认识情境领导力
2.情境领导力核心技能之一：目标
3.情境领导力核心技能之一：诊断
4.情境领导力核心技能之一：匹配
5.情境领导力六项会谈模式",166:28,1686291763,0,6621,6,9,394,0,102,0,"领导力,管理,情境",207,财经商业,//i1.hdslb.com/bfs/archive/8f003060dbe45befa8396795256e643db43ccbc4.png,http://www.bilibili.com/video/av614581678,0,,False,团队执行力,1756708659
BV1buaGzmE5V,115122890739442,"执行力,《高能团队复制》，上万家企业靠它让团队自驱自转！",钟导说管理,3546965296024129,"执行力,《高能团队复制》，上万家企业靠它让团队自驱自转！",0:39,1756636238,0,3,0,0,1,0,0,0,"管理者角色转型,湖南企业关键岗位选拔,管理干部能力弱.,学习型建设.,时间管理培训.",21,日常,//i0.hdslb.com/bfs/archive/938c71885151b018f9778d9e50ab7123a15a9b77.jpg,http://www.bilibili.com/video/av115122890739442,0,,False,团队执行力,1756708661
BV1UNhwz1Ei1,114940203505021,许林芳赢在管理： 如何培养打胜仗的团队特训营28节完整版,莓莓甜面包,3546865949739054,,76:55,1753848668,0,2483,0,1,109,0,21,0,"学习,团队,课程,管理,企业管理,许林芳,许林芳赢在管理,如何培养打胜仗的团队特训营",124,社科·法律·心理,//i2.hdslb.com/bfs/archive/d25722da03b698f900dc20258933963104f0d519.jpg,http://www.bilibili.com/video/av114940203505021,0,,False,团队执行力,1756708661
BV1Vz4y1y7Aw,585240359,倪云华：提升团队执行力的三个要素（下）,云华商业频道,439577696,提升团队执行力的三个要素是什么？今天让我们一起来学习一下。,60:23,1604635221,0,613,0,0,30,0,6,0,"学习,创业,互联网,企业,管理,团队,创新",209,职业职场,//i2.hdslb.com/bfs/archive/e74115bf3387c0a5aa57134829742ab26a811121.jpg,http://www.bilibili.com/video/av585240359,0,,False,团队执行力,1756708661
BV1No4y1Y7SM,394850231,HR劳动关系管理必备：三小时拿捏劳动合同法，掌握劳动合同法走遍职场不用怕！用法律武器保障自己合法权益。HR必修课程,UPHR,1819563776,"1：劳动关系的建立与合同签订
2：劳动合同的类型及内容
3：试用期的相关规定
4：培训服务与竞业限制协议的签订
5：劳动合同无效
6：劳动合同的履行和变更
7：劳动合同的解除
8：劳动合同的终止
9：劳动合同的经济补偿与赔偿",188:32,1676971021,0,340414,1724,599,32555,0,8185,0,"HR,企业管理,人力资源管理,劳动合同,劳动合同法,劳动关系,人事管理,职业职场,劳动关系管理",209,职业职场,//i1.hdslb.com/bfs/archive/51f392dbacb075748bef828dcf5a65c76f3b7ffa.jpg,http://www.bilibili.com/video/av394850231,0,,False,团队执行力,1756708661
BV1tG411c74T,432788548,倪云华：如何提升团队的士气和凝聚力 （上）,云华商业频道,439577696,课程收益：掌握提升团队凝聚力的激励手段,28:19,1668760086,0,7341,1,5,308,0,82,0,"随手拍挑战赛,初入职场二三事,团队,职场,企业,企业管理,管理,学习,提升,团队管理",209,职业职场,//i0.hdslb.com/bfs/archive/6a43afbb1bfaad04fe2e3d200d1005f0d6b23f3f.jpg,http://www.bilibili.com/video/av432788548,0,,False,团队执行力,1756708661
BV1Vu1BYnEgB,113261106171862,顶级团队的执行力,sCarR1ghT,320282644,,0:21,1728227696,0,125315,30,106,342,0,922,0,"魔兽世界,团队,执行力",65,网络游戏,//i2.hdslb.com/bfs/archive/8fc3ae33cc1607e33589b736e387eed92e15d7b7.jpg,http://www.bilibili.com/video/av113261106171862,0,,False,团队执行力,1756708661
BV1nnPeewEbF,114064231504131,小米是如果组建初创团队的？,名人大咖说,1130615474,-,8:8,1740482269,0,1953,0,2,71,0,17,0,"互联网,财经,小米",95,数码,//i0.hdslb.com/bfs/archive/11a8624511c70d9f550d08d0b0babbc61abd7794.jpg,http://www.bilibili.com/video/av114064231504131,0,,False,团队执行力,1756708661
BV1sU4y1r7eM,687099561,【项目管理的逻辑】清华大学（全6讲）杨述  精品课程！,复利的奇迹ETF基金理财,383587023,"杨述 老师
清华大学国际工程项目管理研究院主任，主编，企业家俱乐部秘书长，
多年来从事项目管理课题开发、培训及PMP试题分析和研究工作，为企业培养了大批项目管理实战人才。
不仅剖析PMBOK的知识框架和内容，更能将理论运用于实践。",62:45,1660828800,0,336376,933,144,27950,0,6598,0,"财经,公开课,经济,项目管理,管理,商业,财务管理,清华大学",207,财经商业,//i1.hdslb.com/bfs/archive/fb9f68009fc3cd88198d9a2612a553c9f212f0cf.jpg,http://www.bilibili.com/video/av687099561,0,,False,团队执行力,1756708661
BV1evbWzmE3g,115032293640199,管理者的团队管理技巧,倪铭老师-HR私享课,96158500,,73:8,1755254043,0,1120,0,1,21,0,7,0,"团队,领导力",209,职业职场,//i1.hdslb.com/bfs/archive/bb1443283583c6d671f6e9da8074533cb490e9a1.jpg,http://www.bilibili.com/video/av115032293640199,0,,False,团队执行力,1756708661
BV1e4stexE9g,113033993061765,团队协作的五大障碍，克服五个大障碍，打造高绩效协作团队！,清晖在线学堂Kimi老师,481394750,免费获取P最新项目管理工具模板、提升自身M管理能力，微：qh202522，备注1,198:35,1724848311,0,2552,0,1,135,0,18,0,"障碍,管理,绩效",209,职业职场,//i1.hdslb.com/bfs/archive/8571ac69d293f6a5c9fc04d9a9ef555a3c5ef1fe.png,http://www.bilibili.com/video/av113033993061765,0,,False,团队执行力,1756708661
BV1jbenz9EZU,115084236034148,【领导力的逻辑】1. 领导能力五力模型,哔哩大学-,3493288074021457,,120:16,1756167600,0,195,0,0,9,0,4,0,"模型,能力,公开课,清华大学,领导力,逻辑,管理,企业管理,项目管理,管理思维",207,财经商业,//i1.hdslb.com/bfs/archive/b1680501b564f7020235639b53f4e34a64373cef.jpg,http://www.bilibili.com/video/av115084236034148,0,,False,团队执行力,1756708661
BV15Qb3zEE6E,115007513693803,《给我结果—打造团队高效执行力》,屹梦咨询,3546805000211320,完美的计划，如果员工没有达成目标，结果等于0:英明的决策，员工没有落实到位，机遇就会流失。一个企业的生存和发展，最关键的要素不是管理者的眼光和能力，而是所属员工能不能卖力气，把活儿干好，员工没有执行力的公司，即使赚钱机遇一大把，也会每况愈下，迟早倒闭!本课程分享执行的正确认知，以结果为导向的执行观念，并告知明确的执行力提升路径，帮忙企业打造高效团队执行力。,10:1,1755000000,0,9,0,0,0,0,0,0,"企业培训,团队建设,培训讲师,目标管理,管理技能,中高层管理者,屹梦咨询,独家讲师",231,计算机技术,//i1.hdslb.com/bfs/archive/8646f4c50d61ddac57b973871f734ceda752a8db.jpg,http://www.bilibili.com/video/av115007513693803,0,,False,团队执行力,1756708661
BV1uV4y1W7Zf,857335086,清华大学【领导力的逻辑】（全10讲）吴维库 宝藏课程,复利的奇迹ETF基金理财,383587023,"资源整理来自网络，侵权请联系删除。
讲师：吴维库教授
吴维库博士，清华大学经济管理学院领导力与组织管理系教授，博士生导师。
哈尔滨工业大学硕士，清华大学博士。1994 吴维库博士在清华大学经济管理学院企业管理系任教。

曾在美国宾夕法尼亚大学沃顿商学院进修公司战略及领导学，在哈佛大学商学院和香港科技大学恒隆管理研究中心研修领导学与组织行为学，在领导学研究方面颇有建树。",125:15,1661688000,0,381922,1676,244,45327,0,9273,0,"财经,经济,公开课,大学,职场,演讲,管理,讲座,清华大学,领导力的逻辑",207,财经商业,//i2.hdslb.com/bfs/archive/6dafbd742ddab662819544ee93f2b4e20c1bf265.jpg,http://www.bilibili.com/video/av857335086,0,,False,团队执行力,1756708661
BV1ert9zwEqK,115014493014585,【全16集】流程管理实战：企业流程治理体系建设与业务流程生命周期管理《完整课件主页领取》,豆豆分享课程,3546932832111304,【全16集】流程管理实战：企业流程治理体系建设与业务流程生命周期管理《完整课件主页领取》,106:14,1754982312,0,241,0,0,18,0,5,0,"知识,结构,框架",209,职业职场,//i2.hdslb.com/bfs/archive/2d9fda8a06e234550908a8ecac9c694768f47a91.jpg,http://www.bilibili.com/video/av115014493014585,0,,False,团队执行力,1756708661
BV11T421k73q,1706234769,职业素养提升系列——执行力提升指南：目标导向的行动策略,马上方,90631601,"公司培训课程，主要讲执行力，附带大量案例。结合现代心理学和古代历史典故，关注个人心理状态，提升执行力水平。
以上视频内容均为个人观点，不代表公司的意见和价值观。",70:20,1720867515,0,1221,0,0,85,0,12,0,"心理学,职场,自信,国学,历史典故,培训,执行力,目标感,多目标处理",209,职业职场,//i2.hdslb.com/bfs/archive/ef64654deb100c25a4034d828a78423395e06970.jpg,http://www.bilibili.com/video/av1706234769,0,,False,团队执行力,1756708661
